entry_time,exit_time,side,entry_price,exit_price,sl,tp,result,pnl,equity
2024-04-09 15:00:00,2024-04-09 16:00:00,short,1.08615,1.08812,1.0874631714285714,1.0822104857142856,be_trail,-19.700000000000273,980.2999999999997
2024-04-23 13:00:00,2024-04-23 14:00:00,short,1.06595,1.06557,1.0676544285714284,1.0608367142857145,be_trail,3.8000000000004697,984.1000000000003
2024-04-26 13:00:00,2024-04-26 17:00:00,short,1.07361,1.0708199999999999,1.0736677142857143,1.0695545142857146,tp,27.900000000000702,1012.0000000000009
2024-04-30 10:00:00,2024-04-30 15:00:00,long,1.07055,1.07203,1.0692048571428572,1.0751999999999997,be_trail,14.800000000001479,1026.8000000000025
2024-05-02 19:00:00,2024-05-03 15:00:00,long,1.0705799999999999,1.07457,1.0750244285714283,1.0777386000000002,be_trail,39.9000000000016,1066.700000000004
2024-05-07 10:00:00,2024-05-07 21:00:00,long,1.07643,1.07567,1.0752972285714286,1.0798283142857141,be_trail,-7.600000000000939,1059.100000000003
2024-05-07 23:00:00,2024-05-08 04:00:00,long,1.07572,1.0748,1.0740636000000001,1.0806891999999997,be_trail,-9.200000000000319,1049.9000000000028
2024-05-09 14:00:00,2024-05-09 16:00:00,long,1.07354,1.07595,1.072617,1.0767274571428573,tp,24.100000000000232,1074.000000000003
2024-05-10 19:00:00,2024-05-13 19:00:00,long,1.07728,1.07955,1.0775067142857142,1.0822667714285719,time,22.699999999999942,1096.700000000003
2024-05-14 15:00:00,2024-05-14 16:00:00,short,1.07928,1.08038,1.0806458857142858,1.0751823428571428,be_trail,-10.999999999998789,1085.7000000000041
2024-05-15 13:00:00,2024-05-15 15:00:00,short,1.08283,1.083,1.0837999428571428,1.0799201714285716,be_trail,-1.7000000000000348,1084.000000000004
2024-05-15 17:00:00,2024-05-15 18:00:00,short,1.08352,1.0858299999999999,1.08666,1.0741000000000003,be_trail,-23.099999999998122,1060.900000000006
2024-05-17 07:00:00,2024-05-17 11:00:00,long,1.08599,1.08589,1.0851336857142857,1.088558942857143,be_trail,-0.9999999999998899,1059.900000000006
2024-05-17 19:00:00,2024-05-20 19:00:00,short,1.08688,1.08612,1.0883388571428572,1.0819318857142857,time,7.600000000000939,1067.500000000007
2024-05-21 14:00:00,2024-05-22 13:00:00,short,1.08668,1.0844399999999998,1.0864139999999998,1.083812342857143,tp,22.400000000002418,1089.9000000000094
2024-05-23 17:00:00,2024-05-24 13:00:00,short,1.08343,1.08294,1.0834535714285713,1.07521,be_trail,4.899999999998794,1094.8000000000081
2024-05-28 16:00:00,2024-05-29 11:00:00,short,1.08766,1.08523,1.0865241428571428,1.0836010000000003,tp,24.300000000001543,1119.1000000000097
2024-05-31 07:00:00,2024-05-31 13:00:00,long,1.08199,1.08476,1.0819725714285715,1.0851001428571425,tp,27.69999999999939,1146.8000000000093
2024-06-03 15:00:00,2024-06-03 18:00:00,long,1.08442,1.08702,1.084531285714286,1.0885000857142857,tp,26.000000000001577,1172.8000000000106
