entry_time,exit_time,side,entry_price,exit_price,sl,tp,result,size_lots,pnl_usd,scaled_out,lots_ns,risk_usd_ns,pnl_usd_noscale,equity_ns,lots_ws,risk_usd_ws,pnl_usd_withscale,equity,rr_final
2025-06-12 09:15:00,2025-06-12 10:45:00,short,1.15194,1.15095,1.1524342142857142,1.1480399999999997,be_trail,0.76,74.37500000000341,True,0.2,9.884285714285568,19.800000000000928,1019.800000000001,0.2,9.884285714285568,19.800000000000928,1019.800000000001,2.0031796502385975
2025-06-13 14:45:00,2025-06-13 18:30:00,long,1.15085,1.15637,1.1541135714285713,1.1568088571428574,tp,0.5,271.6714999999985,True,0.03,9.790714285714095,16.559999999999906,1036.3600000000008,0.03,9.790714285714095,16.559999999999906,1036.3600000000008,1.6913985554826234
2025-06-13 22:00:00,2025-06-16 00:00:00,long,1.15418,1.15329,1.1534317142857142,1.1585239999999997,be_trail,0.71,-61.531000000004,False,0.13,9.727714285714839,-11.570000000000746,1024.79,0.13,9.727714285714839,-11.570000000000746,1024.79,-1.1893852615502192
2025-06-16 01:00:00,2025-06-16 06:15:00,long,1.1534499999999999,1.15293,1.1524726071428573,1.1575179999999996,be_trail,0.75,-37.82899999998901,False,0.1,9.773928571426005,-5.199999999998539,1019.5900000000014,0.1,9.773928571426005,-5.199999999998539,1019.5900000000014,-0.532027624511263
2025-06-16 06:30:00,2025-06-16 09:15:00,long,1.15322,1.15526,1.1544071428571427,1.1568405714285714,be_trail,0.84,169.58075000000346,True,0.08,9.497142857142649,16.320000000000334,1035.9100000000017,0.08,9.497142857142649,16.320000000000334,1035.9100000000017,1.7184115523466432
2025-06-16 09:30:00,2025-06-16 09:45:00,short,1.15428,1.15604,1.1556594285714286,1.1501417142857142,be_trail,0.75,-131.99999999999878,False,0.07,9.65600000000011,-12.319999999999888,1023.5900000000017,0.07,9.65600000000011,-12.319999999999888,1023.5900000000017,-1.2758906379452928
2025-06-16 15:45:00,2025-06-16 17:00:00,long,1.15743,1.16015,1.1590002857142856,1.1612597142857142,tp,0.8,215.34650000000454,True,0.06,9.42171428571381,16.320000000000334,1039.9100000000021,0.06,9.42171428571381,16.320000000000334,1039.9100000000021,1.7321688500729029
2025-06-16 17:45:00,2025-06-17 00:00:00,short,1.15956,1.1568800000000001,1.1569986785714284,1.154208,be_trail,0.58,153.67824999998822,True,0.04,10.24528571428629,10.719999999999175,1050.6300000000012,0.04,10.24528571428629,10.719999999999175,1050.6300000000012,1.0463348996749726
2025-06-17 08:00:00,2025-06-17 09:30:00,short,1.15612,1.15658,1.1570344285714285,1.153233142857143,be_trail,1.1,-49.83699999998947,False,0.11,10.0587142857127,-5.059999999998954,1045.5700000000022,0.11,10.0587142857127,-5.059999999998954,1045.5700000000022,-0.5030463990001316
2025-06-17 11:00:00,2025-06-17 14:45:00,long,1.1558599999999999,1.15659,1.1559181428571428,1.1596999999999997,be_trail,0.82,59.20600000000986,True,1.79,10.407571428578288,130.67000000002136,1176.2400000000237,1.79,10.407571428578288,130.67000000002136,1176.2400000000237,12.555282555276333
