entry_time,exit_time,side,entry_price,exit_price,sl,tp,result,size_lots,pnl_usd,scaled_out,lots_ns,risk_usd_ns,pnl_usd_noscale,equity_ns,lots_ws,risk_usd_ws,pnl_usd_withscale,equity,rr_final
2025-06-11 23:30:00,2025-06-12 03:15:00,long,0.60296,0.6032,0.602976,0.6050222857142857,be_trail,1.45,34.84174999998646,True,5.0,7.99999999995249,119.99999999995347,1119.9999999999534,5.0,7.99999999995249,119.99999999995347,1119.9999999999534,15.000000000083267
2025-06-12 03:15:00,2025-06-12 04:30:00,short,0.6032,0.6032,0.6029507857142856,0.6011599999999999,be_trail,1.47,0.04724999999994317,False,0.44,10.965428571430902,0.0,1119.9999999999534,0.44,10.965428571430902,0.0,1119.9999999999534,0.0
2025-06-12 07:15:00,2025-06-12 09:00:00,short,0.60349,0.60411,0.6042741428571429,0.600328857142857,be_trail,0.95,-58.90000000000617,False,0.14,10.9780000000006,-8.68000000000091,1111.3199999999524,0.14,10.9780000000006,-8.68000000000091,1111.3199999999524,-0.790672253598145
2025-06-12 09:15:00,2025-06-12 10:30:00,short,0.60368,0.60196,0.602032,0.6009988571428572,be_trail,1.11,189.63924999999384,True,0.06,9.887999999999895,10.319999999999663,1121.6399999999521,0.06,9.887999999999895,10.319999999999663,1121.6399999999521,1.0436893203883264
2025-06-12 11:15:00,2025-06-12 14:30:00,long,0.60213,0.60523,0.6039147857142857,0.6058191428571429,tp,0.82,251.92624999999924,True,0.06,10.70871428571385,18.599999999999948,1140.239999999952,0.06,10.70871428571385,18.599999999999948,1140.239999999952,1.7369031896586886
2025-06-12 23:30:00,2025-06-12 23:45:00,short,0.60641,0.60659,0.6068774285714286,0.6050077142857143,be_trail,2.22,-39.95999999999067,False,0.24,11.218285714285514,-4.319999999998991,1135.919999999953,0.24,11.218285714285514,-4.319999999998991,1135.919999999953,-0.3850855745720441
2025-06-13 00:45:00,2025-06-13 03:00:00,short,0.60668,0.6065,0.6045843571428572,0.6054251428571429,be_trail,2.48,44.556249999989646,False,0.05,10.47821428571405,0.8999999999997899,1136.8199999999529,0.05,10.47821428571405,0.8999999999997899,1136.8199999999529,0.08589249804013321
2025-06-13 14:30:00,2025-06-13 16:30:00,long,0.60029,0.6005,0.6003226428571429,0.6036534285714285,be_trail,0.92,19.926000000003995,True,3.48,11.359714285723577,73.08000000001513,1209.899999999968,3.48,11.359714285723577,73.08000000001513,1209.899999999968,6.433260393869156
2025-06-16 01:30:00,2025-06-16 04:30:00,long,0.60139,0.602,0.6014316071428571,0.6036751428571431,be_trail,1.37,83.22175,True,2.9,12.066071428579184,176.89999999999984,1386.799999999968,2.9,12.066071428579184,176.89999999999984,1386.799999999968,14.660944205999147
2025-06-16 04:30:00,2025-06-16 08:00:00,short,0.602,0.60156,0.6021788571428571,0.5991902857142858,be_trail,1.12,49.18224999999954,True,0.77,13.77200000000034,33.87999999999969,1420.6799999999675,0.77,13.77200000000034,33.87999999999969,1420.6799999999675,2.460063897763495
2025-06-16 10:15:00,2025-06-16 11:45:00,short,0.6027,0.60346,0.6037045714285715,0.5996862857142856,be_trail,1.05,-79.7999999999982,False,0.14,14.064000000000522,-10.639999999999763,1410.0399999999677,0.14,14.064000000000522,-10.639999999999763,1410.0399999999677,-0.7565415244595682
2025-06-17 04:00:00,2025-06-17 09:00:00,long,0.60531,0.60628,0.6059622142857143,0.6079174285714284,be_trail,1.2,115.71525000000315,True,0.21,13.696499999999666,20.370000000000555,1430.4099999999682,0.21,13.696499999999666,20.370000000000555,1430.4099999999682,1.4872412660169423
2025-06-17 11:45:00,2025-06-17 13:45:00,short,0.6071,0.60703,0.6073190714285714,0.6046074285714286,be_trail,1.27,9.086500000001774,False,0.65,14.239642857145629,4.550000000000942,1434.959999999969,0.65,14.239642857145629,4.550000000000942,1434.959999999969,0.319530485816763
2025-06-17 15:00:00,2025-06-17 16:15:00,short,0.60738,0.60682,0.6071757142857144,0.6048634285714286,be_trail,1.26,70.24700000000061,True,0.7,14.29999999999598,39.200000000000344,1474.1599999999694,0.7,14.29999999999598,39.200000000000344,1474.1599999999694,2.7412587412595357
2025-06-17 16:15:00,2025-06-17 17:15:00,long,0.60682,0.60712,0.6060027142857143,0.6096965714285715,be_trail,1.11,33.237499999996366,False,0.18,14.711142857143365,5.399999999999404,1479.5599999999688,0.18,14.711142857143365,5.399999999999404,1479.5599999999688,0.3670686942841629
2025-06-18 04:00:00,2025-06-18 04:30:00,short,0.60207,0.6028,0.6029202857142858,0.5995191428571426,be_trail,1.26,-91.98000000000106,False,0.17,14.454857142858659,-12.410000000000144,1467.1499999999687,0.17,14.454857142858659,-12.410000000000144,1467.1499999999687,-0.8585349462364791
2025-06-18 04:45:00,2025-06-18 07:45:00,short,0.60243,0.60307,0.6031706428571428,0.5996631428571427,be_trail,1.15,-72.88024999999698,False,0.19,14.072214285713482,-12.159999999999505,1454.9899999999693,0.19,14.072214285713482,-12.159999999999505,1454.9899999999693,-0.8641141865175184
2025-06-18 09:00:00,2025-06-18 09:15:00,short,0.6031,0.60357,0.6037765714285714,0.6010702857142856,be_trail,1.56,-73.32000000001271,False,0.21,14.208000000000887,-9.870000000001712,1445.1199999999676,0.21,14.208000000000887,-9.870000000001712,1445.1199999999676,-0.6946790540541311
2025-06-18 09:45:00,2025-06-18 14:45:00,short,0.60346,0.60232,0.6026944285714285,0.6012382857142857,be_trail,1.41,159.97300000000413,True,0.18,13.780285714286578,20.520000000000536,1465.639999999968,0.18,13.780285714286578,20.520000000000536,1465.639999999968,1.489083784288059
