entry_time,exit_time,side,entry_price,exit_price,sl,tp,result,lots,risk_usd,pnl,equity,scaled_out
2025-05-13 08:30:00,2025-05-13 10:15:00,short,1.11141,1.11075,1.1119664285714284,1.1083774500000003,be_trail,8.985879332481163,50.0,58.3761232349466,1058.3761232349466,True
2025-05-13 11:00:00,2025-05-13 15:30:00,short,1.11162,1.11141,1.112129,1.1067141,be_trail,10.396622035709386,52.918806161747334,21.832906274994233,1080.2090295099408,False
2025-05-14 19:00:00,2025-05-14 19:30:00,long,1.12059,1.12019,1.118589,1.1265929999999997,be_trail,2.69917298728132,54.01045147549704,-10.796691949124092,1069.4123375608167,False
2025-05-14 21:00:00,2025-05-14 22:00:00,long,1.119,1.11781,1.1170795,1.1247615,be_trail,2.784202909556942,53.470616878040836,-33.13201462372829,1036.2803229370884,False
2025-05-15 05:00:00,2025-05-15 09:15:00,short,1.11936,1.1196599999999999,1.1199804999999998,1.1163101999999998,be_trail,8.3503652130317,51.81401614685442,-25.051095639092342,1011.2292272979961,False
2025-05-15 10:30:00,2025-05-15 15:30:00,short,1.12117,1.1195,1.1200922142857141,1.1163399999999997,be_trail,4.691235065998462,50.561461364899806,75.56540917844941,1086.7946364764455,True
2025-05-15 18:00:00,2025-05-16 00:00:00,long,1.11872,1.11901,1.1175585357142857,1.1256855499999998,time,4.678553830039122,54.33973182382228,13.567806107119232,1100.3624425835646,False
2025-05-16 02:30:00,2025-05-16 03:00:00,short,1.1192,1.11926,1.119851475,1.117245575,be_trail,8.445162458909685,55.01812212917824,-5.067097475341503,1095.295345108223,False
2025-05-16 04:30:00,2025-05-16 04:45:00,short,1.1199,1.12073,1.12081195,1.1171641499999996,be_trail,6.005237924820967,54.76476725541116,-49.843474776020535,1045.4518703322026,False
2025-05-16 05:00:00,2025-05-16 08:00:00,short,1.12037,1.12041,1.1209816428571429,1.1174029999999997,be_trail,8.546260764132281,52.27259351661013,-3.418504305637355,1042.0333660265653,False
2025-05-16 08:30:00,2025-05-16 08:45:00,short,1.12073,1.12146,1.1216983,1.1178251,be_trail,5.380736166614323,52.10166830132827,-39.279374016279036,1002.7539920102863,False
2025-05-16 09:45:00,2025-05-16 14:00:00,short,1.12152,1.12006,1.1206755,1.1181666,be_trail,5.936968573180129,50.13769960051432,83.02553701163924,1085.7795290219256,True
2025-05-19 05:15:00,2025-05-19 10:15:00,long,1.11816,1.12163,1.1211547857142856,1.1225139000000002,tp,1.8127833384582328,54.28897645109628,62.042121305158,1147.8216503270835,True
2025-05-19 23:30:00,2025-05-20 04:00:00,short,1.12403,1.12286,1.1229447142857143,1.1214908000000003,be_trail,5.288108169204314,57.391082516354174,61.422887273362335,1209.2445376004457,True
2025-05-20 09:30:00,2025-05-20 10:00:00,short,1.12539,1.1258,1.12657565,1.1218330499999998,be_trail,5.099500432675777,60.462226880022286,-20.907951773971778,1188.336585826474,False
2025-05-20 11:15:00,2025-05-20 16:45:00,short,1.12639,1.12351,1.1243865714285712,1.1217842499999997,be_trail,2.9657573091787315,59.4168292913237,82.81411238304491,1271.1506982095189,True
2025-05-20 17:45:00,2025-05-20 20:30:00,short,1.12578,1.1267099999999999,1.1268589285714286,1.1204739000000001,be_trail,5.890800984751279,63.557534910475944,-54.784449158179555,1216.3662490513393,False
2025-05-20 21:45:00,2025-05-20 23:45:00,short,1.12744,1.12834,1.12860955,1.12393135,be_trail,5.200146419782725,60.81831245256697,-46.80131777803937,1169.5649312732999,False
2025-05-21 22:15:00,2025-05-21 22:45:00,long,1.13378,1.13294,1.1321861,1.1385617000000001,be_trail,3.6688780076330785,58.478246563664996,-30.818575264116095,1138.7463560091837,False
2025-05-21 23:30:00,2025-05-22 01:15:00,long,1.13285,1.13221,1.1318972142857144,1.1374557499999995,be_trail,5.975878620635942,56.93731780045919,-38.24562317206847,1100.5007328371153,False
2025-05-22 02:15:00,2025-05-22 03:30:00,long,1.13198,1.13355,1.133002785714286,1.1345778499999997,be_trail,5.379918381072805,55.02503664185576,81.52075038874777,1182.021483225863,True
2025-05-22 03:30:00,2025-05-22 04:15:00,short,1.13355,1.13294,1.1340585714285711,1.1304933000000006,be_trail,11.620997728352108,59.101074161293155,69.70938494478233,1251.7308681706454,True
2025-05-22 06:00:00,2025-05-22 09:00:00,short,1.13389,1.13341,1.1341297857142856,1.1295085000000005,be_trail,26.101030912129612,62.58654340853227,119.01510788126161,1370.745976051907,True
2025-05-22 11:00:00,2025-05-22 11:45:00,long,1.13214,1.13125,1.13025975,1.1377807499999997,be_trail,3.6451162772290067,68.53729880259536,-32.44153486733216,1338.304441184575,False
2025-05-22 12:45:00,2025-05-22 15:30:00,long,1.13029,1.13105,1.129629357142857,1.13699335,be_trail,10.128804290507745,66.91522205922875,75.97254355300441,1414.2769847375794,True
2025-05-23 02:30:00,2025-05-23 03:15:00,short,1.1284,1.12873,1.1288695,1.1268992500000001,be_trail,15.061522734162715,70.71384923687897,-49.70302502272814,1364.5739597148513,False
2025-05-23 21:00:00,2025-05-26 01:00:00,short,1.13607,1.13689,1.137119357142857,1.13171265,be_trail,6.501952023690664,68.22869798574257,-53.316006594266234,1311.2579531205852,False
2025-05-26 02:45:00,2025-05-26 03:15:00,short,1.13735,1.1378,1.1385644,1.1337068000000006,be_trail,5.398789332677702,65.56289765602926,-24.29455199704099,1286.9634011235441,False
2025-05-27 02:00:00,2025-05-27 03:00:00,short,1.13904,1.13895,1.1394377857142857,1.13763585,be_trail,16.176591502724133,64.34817005617721,14.55893235247526,1301.5223334760194,False
2025-05-27 17:00:00,2025-05-27 23:00:00,short,1.13584,1.13316,1.1338596428571428,1.1315585499999998,time,3.286079832040419,65.07611667380097,85.76785721619547,1387.2901906922148,True
2025-05-28 05:30:00,2025-05-28 05:45:00,long,1.1323699999999999,1.1311499999999999,1.130950325,1.1366290249999997,be_trail,4.885942876687483,69.36450953461075,-59.60850309558723,1327.6816875966276,False
2025-05-30 10:45:00,2025-05-30 11:45:00,long,1.13381,1.13416,1.13243,1.1379499999999998,be_trail,4.8104408970894506,66.38408437983138,16.836543139816563,1344.5182307364441,False
2025-05-30 12:15:00,2025-05-30 16:15:00,long,1.13309,1.13433,1.1337472857142858,1.1382857,be_trail,10.227806580256711,67.22591153682221,120.86491258935908,1465.3831433258033,True
2025-05-30 17:15:00,2025-05-30 23:15:00,long,1.13313,1.13525,1.1345578571428572,1.1397850500000004,time,5.131406704992592,73.26915716629017,105.23415564789332,1570.6172989736965,True
2025-06-02 05:00:00,2025-06-02 08:15:00,short,1.13702,1.13703,1.1371866428571427,1.1332733,be_trail,47.12525114797936,78.53086494868484,-4.712525114828809,1565.9047738588677,False
2025-06-02 22:15:00,2025-06-03 02:00:00,short,1.1437599999999999,1.14458,1.144882142857143,1.13998225,be_trail,6.977296891795023,78.29523869294339,-57.21383451272218,1508.6909393461456,False
2025-06-03 04:45:00,2025-06-03 05:00:00,long,1.14354,1.1428,1.14261655,1.1463103499999998,be_trail,8.168774375148892,75.43454696730728,-60.44893037609877,1448.2420089700468,False
2025-06-03 10:15:00,2025-06-03 14:15:00,short,1.14266,1.1394499999999999,1.1404437142857142,1.1389236500000004,tp,3.2672728061073935,72.41210044850234,101.63272141329746,1549.8747303833443,True
2025-06-04 05:00:00,2025-06-04 09:30:00,short,1.13858,1.13736,1.1376187857142857,1.1355647,be_trail,8.062066666183805,77.49373651916721,96.27086564661482,1646.145596029959,True
2025-06-04 12:15:00,2025-06-04 15:15:00,short,1.13923,1.13816,1.1390295714285714,1.1353384,be_trail,41.06564209626224,82.30727980149796,403.69286136711986,2049.838457397079,True
2025-06-04 23:15:00,2025-06-05 02:30:00,long,1.14156,1.14268,1.1420826785714284,1.1439956999999998,be_trail,19.60897738542005,102.49192286985395,207.90768433202123,2257.7461417291,True
2025-06-05 02:45:00,2025-06-05 03:15:00,short,1.14207,1.14269,1.14276,1.1399999999999997,be_trail,16.360479287890147,112.88730708645501,-101.43497158492954,2156.311170144171,False
2025-06-05 04:30:00,2025-06-05 10:00:00,short,1.14249,1.14094,1.1418209999999998,1.1395747500000002,be_trail,16.11592802797725,107.81555850720855,235.59875184099485,2391.9099219851655,True
2025-06-05 10:45:00,2025-06-05 13:00:00,short,1.14185,1.14194,1.1426022857142857,1.1383896500000004,be_trail,15.897616268417769,119.59549609925828,-14.307854641563827,2377.602067343602,False
2025-06-05 14:00:00,2025-06-05 15:15:00,short,1.14242,1.14252,1.1434960714285713,1.1390251999999996,be_trail,11.047603366350032,118.8801033671801,-11.047603366348815,2366.554463977253,False
2025-06-05 16:00:00,2025-06-05 16:15:00,short,1.14297,1.1461299999999999,1.14502275,1.13681175,be_trail,5.7643513919795355,118.32772319886266,-182.1535039865435,2184.4009599907095,False
2025-06-06 01:00:00,2025-06-06 02:45:00,short,1.14445,1.1451099999999999,1.145411975,1.1415640749999998,be_trail,11.35373039835014,109.22004799953548,-74.93462062909762,2109.466339361612,False
2025-06-06 03:30:00,2025-06-06 05:15:00,short,1.1452499999999999,1.14385,1.1445291428571427,1.14345255,tp,14.63165316639945,105.47331696808061,194.90616159342085,2304.3725009550326,True
2025-06-06 09:00:00,2025-06-06 09:15:00,long,1.14365,1.14339,1.14300945,1.14557165,be_trail,17.98745219698048,115.21862504775163,-46.767375712176054,2257.6051252428565,False
2025-06-06 09:45:00,2025-06-06 10:00:00,long,1.1434,1.14356,1.1425996,1.1458011999999997,be_trail,14.102980542497956,112.88025626214284,22.564768867987983,2280.1698941108443,False
2025-06-06 10:45:00,2025-06-06 11:45:00,long,1.14295,1.14245,1.14192995,1.1460101499999997,be_trail,11.176755522332144,114.00849470554222,-55.883777611654565,2224.2861164991896,False
2025-06-06 12:45:00,2025-06-06 15:00:00,long,1.14207,1.1418,1.1415375,1.1455027500000001,be_trail,20.885315647886586,111.21430582495948,-56.39035224929221,2167.895764249897,False
2025-06-09 02:45:00,2025-06-09 04:00:00,short,1.14047,1.1394799999999998,1.1403407857142855,1.1384900000000004,be_trail,83.8876194014264,108.39478821249486,758.2781676881614,2926.1739319380586,True
2025-06-09 10:15:00,2025-06-09 11:30:00,short,1.14221,1.14288,1.14303915,1.1397225500000001,be_trail,17.64562462725835,146.30869659690293,-118.22568500262184,2807.9482469354366,False
2025-06-09 12:00:00,2025-06-09 16:00:00,short,1.14285,1.14011,1.1411729285714285,1.1392827,tp,8.371582149387978,140.39741234677183,220.48295703858204,3028.4312039740184,True
2025-06-09 19:15:00,2025-06-09 21:15:00,short,1.14161,1.14244,1.14285085,1.1378874499999998,be_trail,12.20305115031569,151.42156019870092,-101.28532454760636,2927.145879426412,False
2025-06-10 00:00:00,2025-06-10 03:00:00,long,1.14235,1.14265,1.1426827142857143,1.1443579,be_trail,43.98888182906989,146.35729397132062,131.96664548719514,3059.1125249136076,False
2025-06-10 09:30:00,2025-06-10 10:00:00,short,1.14073,1.13951,1.1396412142857142,1.1372420500000002,be_trail,14.04827637236299,152.95562624568038,169.54563719311355,3228.658162106721,True
