entry_time,exit_time,side,entry_price,exit_price,sl,tp,result,pnl,equity,scaled_out
2025-05-13 08:30:00,2025-05-13 10:15:00,short,1.11141,1.11075,1.1119664285714284,1.1083774500000003,be_trail,6.6000000000010495,1006.600000000001,True
2025-05-13 11:00:00,2025-05-13 15:30:00,short,1.11162,1.11141,1.112129,1.1067141,be_trail,2.100000000000435,1008.7000000000015,False
2025-05-14 19:00:00,2025-05-14 19:30:00,long,1.12059,1.12019,1.118589,1.1265929999999997,be_trail,-3.9999999999995595,1004.700000000002,False
2025-05-14 21:00:00,2025-05-14 22:00:00,long,1.119,1.11781,1.1170795,1.1247615,be_trail,-11.900000000000244,992.8000000000017,False
2025-05-15 05:00:00,2025-05-15 09:15:00,short,1.11936,1.1196599999999999,1.1199804999999998,1.1163101999999998,be_trail,-2.9999999999996696,989.800000000002,False
2025-05-15 10:30:00,2025-05-15 15:30:00,short,1.12117,1.1195,1.1200922142857141,1.1163399999999997,be_trail,16.700000000000603,1006.5000000000026,True
2025-05-15 18:00:00,2025-05-16 00:00:00,long,1.11872,1.11901,1.1175585357142857,1.1256855499999998,time,2.900000000001235,1009.4000000000038,False
2025-05-16 02:30:00,2025-05-16 03:00:00,short,1.1192,1.11926,1.119851475,1.117245575,be_trail,-0.5999999999994898,1008.8000000000044,False
2025-05-16 04:30:00,2025-05-16 04:45:00,short,1.1199,1.12073,1.12081195,1.1171641499999996,be_trail,-8.300000000001084,1000.5000000000033,False
2025-05-16 05:00:00,2025-05-16 08:00:00,short,1.12037,1.12041,1.1209816428571429,1.1174029999999997,be_trail,-0.3999999999981796,1000.1000000000051,False
2025-05-16 08:30:00,2025-05-16 08:45:00,short,1.12073,1.12146,1.1216983,1.1178251,be_trail,-7.299999999998974,992.8000000000061,False
2025-05-16 09:45:00,2025-05-16 14:00:00,short,1.12152,1.12006,1.1206755,1.1181666,be_trail,14.600000000000168,1007.4000000000063,True
2025-05-19 05:15:00,2025-05-19 10:15:00,long,1.11816,1.12163,1.1211547857142856,1.1225139000000002,tp,34.699999999998624,1042.100000000005,True
2025-05-19 23:30:00,2025-05-20 04:00:00,short,1.12403,1.12286,1.1229447142857143,1.1214908000000003,be_trail,11.700000000001154,1053.800000000006,True
2025-05-20 09:30:00,2025-05-20 10:00:00,short,1.12539,1.1258,1.12657565,1.1218330499999998,be_trail,-4.100000000000215,1049.700000000006,False
2025-05-20 11:15:00,2025-05-20 16:45:00,short,1.12639,1.12351,1.1243865714285712,1.1217842499999997,be_trail,28.799999999999937,1078.5000000000057,True
2025-05-20 17:45:00,2025-05-20 20:30:00,short,1.12578,1.1267099999999999,1.1268589285714286,1.1204739000000001,be_trail,-9.299999999998754,1069.200000000007,False
2025-05-20 21:45:00,2025-05-20 23:45:00,short,1.12744,1.12834,1.12860955,1.12393135,be_trail,-8.999999999999009,1060.200000000008,False
2025-05-21 22:15:00,2025-05-21 22:45:00,long,1.13378,1.13294,1.1321861,1.1385617000000001,be_trail,-8.399999999999519,1051.8000000000086,False
2025-05-21 23:30:00,2025-05-22 01:15:00,long,1.13285,1.13221,1.1318972142857144,1.1374557499999995,be_trail,-6.399999999999739,1045.4000000000087,False
2025-05-22 02:15:00,2025-05-22 03:30:00,long,1.13198,1.13355,1.133002785714286,1.1345778499999997,be_trail,15.700000000000713,1061.1000000000095,True
2025-05-22 03:30:00,2025-05-22 04:15:00,short,1.13355,1.13294,1.1340585714285711,1.1304933000000006,be_trail,6.099999999999994,1067.2000000000094,True
2025-05-22 06:00:00,2025-05-22 09:00:00,short,1.13389,1.13341,1.1341297857142856,1.1295085000000005,be_trail,4.8000000000003595,1072.0000000000098,True
2025-05-22 11:00:00,2025-05-22 11:45:00,long,1.13214,1.13125,1.13025975,1.1377807499999997,be_trail,-8.899999999998354,1063.1000000000115,False
2025-05-22 12:45:00,2025-05-22 15:30:00,long,1.13029,1.13105,1.129629357142857,1.13699335,be_trail,7.600000000000939,1070.7000000000123,True
2025-05-23 02:30:00,2025-05-23 03:15:00,short,1.1284,1.12873,1.1288695,1.1268992500000001,be_trail,-3.2999999999994145,1067.400000000013,False
2025-05-23 21:00:00,2025-05-26 01:00:00,short,1.13607,1.13689,1.137119357142857,1.13171265,be_trail,-8.20000000000043,1059.2000000000126,False
2025-05-26 02:45:00,2025-05-26 03:15:00,short,1.13735,1.1378,1.1385644,1.1337068000000006,be_trail,-4.499999999998394,1054.7000000000141,False
2025-05-27 02:00:00,2025-05-27 03:00:00,short,1.13904,1.13895,1.1394377857142857,1.13763585,be_trail,0.9000000000014552,1055.6000000000156,False
2025-05-27 17:00:00,2025-05-27 23:00:00,short,1.13584,1.13316,1.1338596428571428,1.1315585499999998,time,26.800000000000157,1082.4000000000158,True
2025-05-28 05:30:00,2025-05-28 05:45:00,long,1.1323699999999999,1.1311499999999999,1.130950325,1.1366290249999997,be_trail,-12.199999999999989,1070.2000000000157,False
2025-05-30 10:45:00,2025-05-30 11:45:00,long,1.13381,1.13416,1.13243,1.1379499999999998,be_trail,3.5000000000007248,1073.7000000000164,False
2025-05-30 12:15:00,2025-05-30 16:15:00,long,1.13309,1.13433,1.1337472857142858,1.1382857,be_trail,12.400000000001299,1086.1000000000179,True
2025-05-30 17:15:00,2025-05-30 23:15:00,long,1.13313,1.13525,1.1345578571428572,1.1397850500000004,time,21.200000000001218,1107.300000000019,True
2025-06-02 05:00:00,2025-06-02 08:15:00,short,1.13702,1.13703,1.1371866428571427,1.1332733,be_trail,-0.10000000000065512,1107.2000000000185,False
2025-06-02 22:15:00,2025-06-03 02:00:00,short,1.1437599999999999,1.14458,1.144882142857143,1.13998225,be_trail,-8.20000000000043,1099.000000000018,False
2025-06-03 04:45:00,2025-06-03 05:00:00,long,1.14354,1.1428,1.14261655,1.1463103499999998,be_trail,-7.399999999999629,1091.6000000000183,False
2025-06-03 10:15:00,2025-06-03 14:15:00,short,1.14266,1.1394499999999999,1.1404437142857142,1.1389236500000004,tp,32.10000000000157,1123.7000000000198,True
2025-06-04 05:00:00,2025-06-04 09:30:00,short,1.13858,1.13736,1.1376187857142857,1.1355647,be_trail,12.199999999999989,1135.9000000000199,True
2025-06-04 12:15:00,2025-06-04 15:15:00,short,1.13923,1.13816,1.1390295714285714,1.1353384,be_trail,10.699999999999044,1146.600000000019,True
2025-06-04 23:15:00,2025-06-05 02:30:00,long,1.14156,1.14268,1.1420826785714284,1.1439956999999998,be_trail,11.200000000000099,1157.800000000019,True
2025-06-05 02:45:00,2025-06-05 03:15:00,short,1.14207,1.14269,1.14276,1.1399999999999997,be_trail,-6.200000000000649,1151.6000000000183,False
2025-06-05 04:30:00,2025-06-05 10:00:00,short,1.14249,1.14094,1.1418209999999998,1.1395747500000002,be_trail,15.499999999999403,1167.1000000000179,True
2025-06-05 10:45:00,2025-06-05 13:00:00,short,1.14185,1.14194,1.1426022857142857,1.1383896500000004,be_trail,-0.8999999999992347,1166.2000000000185,False
2025-06-05 14:00:00,2025-06-05 15:15:00,short,1.14242,1.14252,1.1434960714285713,1.1390251999999996,be_trail,-0.9999999999998899,1165.2000000000187,False
2025-06-05 16:00:00,2025-06-05 16:15:00,short,1.14297,1.1461299999999999,1.14502275,1.13681175,be_trail,-31.599999999998296,1133.6000000000204,False
2025-06-06 01:00:00,2025-06-06 02:45:00,short,1.14445,1.1451099999999999,1.145411975,1.1415640749999998,be_trail,-6.599999999998829,1127.0000000000216,False
2025-06-06 03:30:00,2025-06-06 05:15:00,short,1.1452499999999999,1.14385,1.1445291428571427,1.14345255,tp,13.999999999998458,1141.00000000002,True
2025-06-06 09:00:00,2025-06-06 09:15:00,long,1.14365,1.14339,1.14300945,1.14557165,be_trail,-2.60000000000149,1138.4000000000185,False
2025-06-06 09:45:00,2025-06-06 10:00:00,long,1.1434,1.14356,1.1425996,1.1458011999999997,be_trail,1.5999999999993797,1140.000000000018,False
2025-06-06 10:45:00,2025-06-06 11:45:00,long,1.14295,1.14245,1.14192995,1.1460101499999997,be_trail,-4.999999999999449,1135.0000000000184,False
2025-06-06 12:45:00,2025-06-06 15:00:00,long,1.14207,1.1418,1.1415375,1.1455027500000001,be_trail,-2.6999999999999247,1132.3000000000184,False
2025-06-09 02:45:00,2025-06-09 04:00:00,short,1.14047,1.1394799999999998,1.1403407857142855,1.1384900000000004,be_trail,9.900000000002684,1142.2000000000212,True
2025-06-09 10:15:00,2025-06-09 11:30:00,short,1.14221,1.14288,1.14303915,1.1397225500000001,be_trail,-6.699999999999484,1135.5000000000216,False
2025-06-09 12:00:00,2025-06-09 16:00:00,short,1.14285,1.14011,1.1411729285714285,1.1392827,tp,27.399999999999647,1162.9000000000212,True
2025-06-09 19:15:00,2025-06-09 21:15:00,short,1.14161,1.14244,1.14285085,1.1378874499999998,be_trail,-8.299999999998864,1154.6000000000224,False
2025-06-10 00:00:00,2025-06-10 03:00:00,long,1.14235,1.14265,1.1426827142857143,1.1443579,be_trail,2.9999999999996696,1157.6000000000222,False
2025-06-10 09:30:00,2025-06-10 10:00:00,short,1.14073,1.13951,1.1396412142857142,1.1372420500000002,be_trail,12.199999999999989,1169.800000000022,True
2025-06-10 10:30:00,2025-06-10 16:00:00,long,1.1392099999999998,1.14322,1.1425192857142858,1.1443399999999995,tp,40.10000000000069,1209.9000000000228,True
2025-06-10 23:00:00,2025-06-11 02:00:00,short,1.1426,1.14295,1.1434094999999997,1.13924,be_trail,-3.4999999999985043,1206.4000000000242,False
2025-06-11 02:30:00,2025-06-11 02:45:00,short,1.14313,1.1438899999999999,1.143906825,1.140799525,be_trail,-7.599999999998719,1198.8000000000256,False
2025-06-11 05:45:00,2025-06-11 09:00:00,long,1.14175,1.14223,1.1414908571428573,1.1452551999999996,be_trail,4.8000000000003595,1203.6000000000258,True
2025-06-11 10:30:00,2025-06-11 12:30:00,long,1.14132,1.1441,1.1423764285714284,1.14443535,tp,27.800000000000047,1231.400000000026,True
2025-06-12 10:30:00,2025-06-12 10:45:00,long,1.15144,1.15089,1.1509671428571429,1.15523845,be_trail,-5.5000000000005045,1225.9000000000256,False
2025-06-13 14:45:00,2025-06-13 18:30:00,long,1.15085,1.15637,1.1541135714285713,1.1568461000000003,tp,55.19999999999969,1281.1000000000251,True
2025-06-16 01:30:00,2025-06-16 06:15:00,long,1.1533799999999998,1.15293,1.1524726071428573,1.1576286749999993,be_trail,-4.499999999998394,1276.6000000000267,False
2025-06-16 15:45:00,2025-06-16 17:00:00,long,1.15743,1.16015,1.1590002857142856,1.1612836500000001,tp,27.200000000000557,1303.8000000000272,True
2025-06-16 17:45:00,2025-06-17 00:00:00,short,1.15956,1.1568800000000001,1.1569986785714284,1.15417455,be_trail,26.799999999997937,1330.6000000000254,True
2025-06-17 11:00:00,2025-06-17 14:45:00,long,1.1558599999999999,1.15659,1.1559181428571428,1.1597239999999998,be_trail,7.300000000001194,1337.9000000000265,True
2025-06-17 14:45:00,2025-06-17 15:30:00,short,1.15659,1.1569,1.1577020500000001,1.1532538499999996,be_trail,-3.1000000000003247,1334.800000000026,False
2025-06-17 18:45:00,2025-06-17 19:45:00,long,1.15333,1.15208,1.151288,1.1599678,be_trail,-12.499999999999734,1322.3000000000266,False
2025-06-18 08:15:00,2025-06-18 09:00:00,short,1.15016,1.15051,1.15085805,1.14806585,be_trail,-3.4999999999985043,1318.800000000028,False
2025-06-18 09:00:00,2025-06-18 09:15:00,short,1.15045,1.15088,1.15120785,1.1481764499999998,be_trail,-4.299999999999304,1314.5000000000286,False
2025-06-18 14:15:00,2025-06-18 16:15:00,long,1.15001,1.15054,1.1498125714285714,1.1537221999999998,be_trail,5.299999999999194,1319.800000000028,True
